index,latency_us,convert_us,run_us,argmax_us,snr_db,label,pred,correct
537,770.9,2.3,767.7,0.1,-18,11,19,0
538,782.1,1.9,779.2,0.1,24,6,6,1
539,764.8,2,762.1,0.1,-18,20,15,0
540,780.6,1.8,777.8,0.2,-6,6,15,0
541,829.1,1.8,826.5,0.1,-14,19,18,0
542,803.1,2.3,799.9,0.1,-20,19,15,0
543,784.4,1.9,781.7,0.1,-6,14,14,1
544,765.1,1.8,762.4,0.1,8,6,6,1
545,764.3,1.6,761.8,0.1,-14,10,4,0
546,756.3,1.6,753.8,0.1,-14,23,20,0
547,745.4,1.7,742.8,0.1,26,15,13,0
548,764.1,2,761.1,0.1,2,18,17,0
549,740,1.8,737.4,0.1,2,7,7,1
550,740.5,1.5,738.1,0.2,-2,5,7,0
551,742.4,1.6,739.8,0.1,14,7,7,1
552,734.3,1.6,731.8,0.1,4,3,3,1
553,734,2.1,731.1,0.2,-4,20,19,0
554,1034.7,1.7,1031.4,0.2,12,11,11,1
555,845.7,2.2,842.4,0.2,0,22,22,1
556,864.4,1.8,861.5,0.1,-4,3,3,1
557,832.9,2.8,829.1,0.1,-12,11,15,0
558,875.5,1.8,872.8,0.2,2,22,22,1
559,948.8,2,945.9,0.1,18,20,20,1
560,769.2,1.6,766.8,0.1,-4,5,15,0
561,852.1,1.6,849.6,0.1,2,3,3,1
562,831.3,1.7,828.7,0.1,18,20,20,1
563,758.4,2.2,755.3,0.2,-18,12,21,0
564,729.7,1.6,727.1,0.1,18,20,20,1
565,789.5,1.6,786.9,0.1,-20,5,21,0
566,726,1.9,723.2,0.1,4,22,22,1
567,725.1,1.7,722.5,0.1,28,3,3,1
568,721.9,1.6,719.3,0.1,-10,12,15,0
569,717.9,1.6,715.4,0.1,-12,21,21,1
570,721.8,1.7,719.2,0.1,-14,19,12,0
571,724.8,1.6,722.4,0.1,0,7,5,0
572,715.3,1.6,712.9,0.1,4,18,18,1
573,1630.9,1.5,1626.2,0.4,-20,21,15,0
574,806.3,4.1,801,0.1,30,0,0,1
575,712.1,1.9,709.4,0.1,10,22,22,1
576,714.1,2,711.4,0.1,4,5,5,1
577,703.9,1.5,701.6,0.1,-2,3,3,1
578,697.7,1.6,695.4,0.1,-16,3,18,0
579,733.5,1.8,730.8,0.1,-20,5,12,0
580,842.6,2.7,839.2,0.1,24,23,23,1
581,745.7,2.6,742.2,0.1,-4,5,11,0
582,737.3,2,734.6,0.1,20,11,11,1
583,704.2,1.6,701.7,0.1,4,4,4,1
584,705.7,1.5,703.3,0.1,-12,6,18,0
585,699.9,1.8,697.3,0.1,-18,9,15,0
586,702.8,1.7,700.1,0.2,-8,18,2,0
587,697.2,1.7,694.6,0.2,20,12,12,1
588,695.4,1.7,692.8,0.1,-12,11,12,0
589,717.9,1.5,715.5,0.1,-10,4,10,0
590,731.4,1.7,728.9,0.1,-18,21,15,0
591,806.9,2.3,803.4,0.2,20,12,12,1
592,718.6,2.5,715.2,0.1,24,16,14,0
593,707.8,1.7,705.3,0.1,8,15,14,0
594,914.6,1.9,911.7,0.2,6,23,23,1
595,752.1,2.5,748.8,0.1,0,11,11,1
596,742.6,1.9,739.7,0.1,16,21,21,1
597,760.8,1.9,758.1,0.1,16,13,13,1
598,749.5,2,746.7,0.1,30,4,4,1
599,750.6,1.7,748,0.1,20,8,8,1
600,720.7,1.6,718.1,0.1,4,11,15,0
601,727.5,2,724.6,0.1,-4,5,4,0
602,737.9,2.1,735,0.1,8,14,14,1
603,748.6,2.1,745.7,0.1,24,18,17,0
604,747.8,1.8,744.9,0.1,-12,10,15,0
605,764.2,2.1,761.2,0.2,12,7,7,1
606,748.6,2.3,745.4,0.1,-18,15,19,0
607,769.3,1.9,766.2,0.1,28,15,16,0
608,763.6,2,760.8,0.1,-16,8,15,0
609,761.6,1.9,758.7,0.1,2,18,18,1
610,745.1,2,742.1,0.1,30,22,22,1
611,744,1.7,741.4,0.1,30,19,19,1
612,748.7,1.6,746.1,0.1,18,1,1,1
613,737.6,1.6,735.1,0.1,24,6,6,1
614,736.8,1.8,734.2,0.1,6,15,15,1
615,771,2.1,767.8,0.1,2,22,22,1
616,762.7,2,760,0.1,12,5,5,1
617,772.7,1.9,769.8,0.1,22,1,1,1
618,749.9,1.8,747.3,0.1,-14,1,18,0
619,746.1,1.8,743.4,0.2,-20,17,10,0
620,751.8,1.8,749.2,0.1,16,8,8,1
621,737.3,1.9,734.5,0.1,30,2,2,1
622,740,1.9,737.2,0.1,-8,5,10,0
623,733.1,1.9,730.4,0.1,18,19,19,1
624,732.9,1.9,730.1,0.1,-8,14,19,0
625,736,1.7,733.4,0.1,-2,17,17,1
626,782.4,1.9,779.5,0.1,-14,3,10,0
627,825.1,2.7,821.5,0.1,-10,2,17,0
628,730.1,3.4,725.9,0.2,-18,16,21,0
629,724.4,1.6,721.9,0.2,-18,21,21,1
630,730.7,1.6,728.2,0.1,-4,11,23,0
631,730.6,1.7,728,0.1,-8,22,19,0
632,743,1.7,740.4,0.1,-4,2,1,0
633,729.1,1.9,726.3,0.1,-20,19,15,0
634,727.2,1.6,724.7,0.1,-10,8,15,0
635,736.2,1.7,733.6,0.1,18,6,6,1
636,737.4,1.9,734.7,0.1,2,13,11,0
637,723.9,1.8,721.1,0.1,2,16,9,0
638,730,1.7,727.4,0.1,2,14,15,0
639,785.5,1.6,782.6,0.1,-16,23,12,0
640,789.7,2.5,786.4,0.1,24,21,21,1
641,774.6,2.6,771.2,0.1,8,6,6,1
642,729.2,1.7,726.5,0.1,4,6,6,1
643,793.8,1.5,791.2,0.1,-4,8,4,0
644,724.7,1.9,721.8,0.1,8,21,21,1
645,734.4,1.8,731.8,0.1,-8,20,19,0
646,693.7,1.8,691,0.1,-6,13,4,0
647,691.9,1.6,689.6,0.1,24,18,17,0
648,700.3,1.7,697.7,0.1,2,17,17,1
649,767.9,1.8,765.2,0.1,0,8,15,0
650,821.2,1.8,818.5,0.1,28,13,13,1
651,776.4,1.6,773.9,0.1,24,10,10,1
652,696.8,1.6,694.3,0.1,6,10,11,0
653,701.7,1.8,699,0.1,22,3,3,1
654,712.9,1.6,710.2,0.1,30,6,6,1
655,708.9,1.6,706.2,0.1,0,22,22,1
656,687.6,1.6,685.1,0.1,16,4,4,1
657,692.3,1.6,689.6,0.1,8,11,11,1
658,696.5,1.6,693.9,0.1,28,10,10,1
659,692.5,1.8,689.9,0.1,-14,1,18,0
660,702,1.7,699.4,0.1,-14,1,15,0
661,699.7,1.7,696.9,0.1,-12,4,12,0
662,693.7,1.7,691.1,0.1,14,21,21,1
663,744.7,1.7,742,0.1,12,17,17,1
664,759.7,2.5,756.4,0.2,8,20,20,1
665,777.5,2.7,774,0.1,-14,13,15,0
666,792.6,2.9,788.9,0.1,2,3,3,1
667,807.7,3,803.9,0.1,26,4,4,1
668,766.3,2.8,762.7,0.1,-8,1,2,0
669,802.4,1.9,799.6,0.1,0,14,9,0
670,739,1.7,736.5,0.1,-4,9,23,0
671,785.6,1.3,783.2,0.1,24,21,21,1
672,833.8,2.1,830.6,0.1,2,0,0,1
673,1312.8,1.9,1309.4,0.2,16,11,11,1
674,817.9,2.2,814.8,0.1,-8,14,7,0
675,798.3,1.9,795.6,0.1,18,3,3,1
676,801.7,1.8,799.1,0.1,8,0,0,1
677,780.1,2.2,777.1,0.1,-20,13,15,0
678,781,1.8,778.4,0.1,22,10,11,0
679,778.6,2.4,775.4,0.1,26,12,12,1
680,762,1.8,759.3,0.1,30,2,2,1
681,763.5,1.8,761,0.1,18,7,7,1
682,817.8,1.7,815,0.1,0,23,23,1
683,800.6,2.2,797.5,0.1,8,2,2,1
684,771,1.8,768.4,0.1,4,0,0,1
685,704.1,1.8,701.5,0.1,30,12,12,1
686,701.2,1.8,698.3,0.2,-16,8,20,0
687,695.7,2.2,692.6,0.1,0,12,12,1
688,674.5,1.6,672.2,0.1,30,12,12,1
689,666.9,1.7,664.3,0.1,2,0,0,1
690,669.6,1.4,667.2,0.1,-4,4,7,0
691,999.2,1.6,996.2,0.1,30,16,14,0
692,767,2.1,764,0.2,30,3,3,1
693,763.7,1.9,761,0.1,-10,6,0,0
694,776.1,2.1,773.2,0.2,-20,8,12,0
695,764.9,1.8,762.2,0.1,30,5,5,1
696,735.9,1.8,733.4,0.1,28,22,22,1
697,788.3,1.9,785.6,0.1,0,2,2,1
698,767.5,1.9,764.8,0.1,6,18,18,1
699,770,1.8,767.1,0.1,-6,23,4,0
700,808.7,2.3,805.4,0.1,-14,5,18,0
701,756.7,2,753.8,0.1,-12,9,18,0
702,756.8,2,754,0.2,28,9,9,1
703,740.8,1.7,738.3,0.1,-10,14,15,0
704,747.2,2.3,744,0.1,6,8,8,1
705,731.6,1.7,729.1,0.1,12,14,15,0
706,738.3,1.8,735.6,0.1,-6,16,15,0
707,737.1,1.7,734.5,0.1,10,13,15,0
708,728.3,1.7,725.8,0.1,0,21,21,1
709,746.8,1.9,743.8,0.1,0,13,15,0
710,806.5,1.6,804,0.1,-16,4,21,0
711,727.5,2.3,724.4,0.1,26,15,14,0
712,774.8,2,771.8,0.1,8,13,10,0
713,764,1.7,761.4,0.2,28,18,18,1
714,778.3,1.9,775.4,0.2,30,20,20,1
715,779.8,2.3,776.6,0.1,30,21,21,1
716,764.4,1.7,761.8,0.1,16,7,7,1
717,789.7,1.9,787,0.1,-14,19,15,0
718,768.1,2,765.4,0.1,28,0,0,1
719,765,2.1,762.1,0.1,-18,18,15,0
720,771.8,1.7,769.1,0.2,-12,19,21,0
721,750,1.7,747.6,0.1,0,15,14,0
722,755.9,1.7,753.4,0.1,2,12,14,0
723,752.7,1.6,750.1,0.2,-14,20,20,1
724,752.1,1.7,749.6,0.1,-12,9,21,0
725,747.9,1.8,745.3,0.1,18,18,18,1
726,761.3,1.7,758.6,0.2,-20,9,15,0
727,1159.6,1.9,1155.6,0.4,-8,10,23,0
728,884.4,3.6,879,0.2,6,9,9,1
729,837.9,3.7,833.2,0.2,24,23,23,1
730,806,2.1,803,0.1,2,1,1,1
731,803.9,2.3,800.4,0.1,26,15,15,1
732,783.1,2.2,780.2,0.1,-6,14,3,0
733,803,1.8,800.4,0.1,4,10,11,0
734,830,2.4,826.5,0.1,12,1,1,1
735,885.4,2.9,881.5,0.1,-20,15,11,0
736,871.6,2.9,867.6,0.1,30,11,11,1
737,840.4,3.1,836.6,0.1,-16,3,10,0
738,837.1,2.4,833.8,0.2,-18,9,10,0
739,810.9,2.1,807.9,0.1,12,0,0,1
740,831.9,1.6,829.3,0.1,2,12,15,0
741,799.5,1.9,796.7,0.1,22,12,12,1
742,791.3,1.9,788.4,0.1,-18,6,15,0
743,816,1.9,813.3,0.2,-12,23,15,0
744,785.5,1.9,782.7,0.1,-12,17,15,0
745,788.4,1.7,785.9,0.1,16,14,16,0
746,774.9,2,772.1,0.1,-4,17,17,1
747,769.8,1.7,767.3,0.1,-8,17,1,0
748,798.7,1.7,796.1,0.1,-14,13,21,0
749,793.4,1.8,790.9,0.1,26,14,16,0
750,861.8,2,858.5,0.2,-12,16,18,0
751,851.9,2.5,848.5,0.1,10,0,0,1
752,884.4,2.2,881.1,0.1,-8,13,0,0
753,864.1,2.5,860.8,0.1,-2,20,19,0
754,853.9,1.9,851.1,0.2,6,2,2,1
755,839.6,2.3,836.3,0.1,-6,18,1,0
756,819.1,2.1,816.2,0.1,18,15,15,1
757,825.3,2.1,822.4,0.1,-10,21,21,1
758,819.1,1.7,816.6,0.1,-18,11,15,0
759,832.5,1.9,829.6,0.1,24,2,2,1
760,826.7,1.9,823.9,0.1,10,9,9,1
761,844.9,1.9,842.1,0.1,-18,6,21,0
762,804.3,2.2,801.3,0.1,30,19,19,1
763,745.1,1.7,742.5,0.2,24,3,3,1
764,729.4,1.8,726.8,0.1,-20,7,15,0
765,834.8,2,831.4,0.1,30,7,7,1
766,825.4,2.2,822,0.1,10,14,10,0
767,774.7,2,771.8,0.1,4,22,22,1
768,773.5,1.9,770.7,0.1,16,1,1,1
769,770.3,2,767.4,0.1,22,19,19,1
770,781.8,2.3,778.6,0.2,16,19,19,1
771,745.4,1.7,742.9,0.1,8,23,23,1
772,725.9,2,723,0.1,-4,12,11,0
773,724.8,2,722,0.1,12,2,2,1
774,798.8,1.7,795.7,0.1,30,6,6,1
775,729.3,1.7,726.8,0.1,4,6,7,0
776,715.5,1.6,713.2,0.1,2,10,11,0
777,705.5,1.9,702.8,0.1,16,16,14,0
778,717.8,1.6,715.2,0.2,2,7,7,1
779,762.4,2.3,759.2,0.1,28,17,17,1
780,717.9,1.6,715.6,0.1,30,3,3,1
781,718.6,1.7,715.8,0.1,-8,1,1,1
782,706.9,2.1,704,0.2,24,8,8,1
783,705,1.5,702.7,0.1,-2,17,17,1
784,710.6,1.6,708.2,0.1,-20,20,7,0
785,752,2,749.2,0.1,20,20,20,1
786,738.6,1.8,736,0.1,-12,19,19,1
787,759.2,1.7,756.7,0.1,12,8,8,1
788,909.2,2.2,905.7,0.1,16,19,19,1
789,948.5,2.9,944.2,0.1,-6,0,1,0
790,845.5,2.8,841.2,0.1,28,2,2,1
791,810.2,2.1,807.2,0.1,26,22,22,1
792,809.9,2,807,0.1,-10,23,15,0
793,815.8,2.4,812.5,0.1,16,9,9,1
794,804.6,2.2,801.5,0.1,10,16,16,1
795,785.4,2,782.5,0.1,0,3,3,1
796,812.8,2.1,809.6,0.1,10,4,4,1
797,794,2.2,791,0.2,-4,11,16,0
798,818.7,2.2,815.4,0.1,-10,16,12,0
799,822.4,2.4,818.7,0.2,8,20,20,1
800,793,2.3,789.9,0.1,2,9,9,1
801,776.8,2.2,773.7,0.1,16,7,7,1
802,729.8,1.7,727.2,0.2,10,11,11,1
803,732.9,1.7,730.5,0.1,-12,7,15,0
804,762.3,2,759.5,0.2,-2,0,0,1
805,783.7,1.6,781.3,0.1,-20,6,12,0
806,771.1,1.8,768.5,0.1,-20,5,15,0
807,755.3,1.7,752.6,0.1,26,18,18,1
808,736.3,1.7,733.6,0.1,-20,11,21,0
809,728.5,2.2,725.4,0.2,20,15,15,1
810,877.1,2,873.1,0.2,-8,7,15,0
811,1018.6,2.8,1014.2,0.1,-6,2,1,0
812,917.8,2.6,914.2,0.1,8,19,19,1
813,824.6,2,821.7,0.1,-10,19,20,0
814,966.7,1.8,963.5,0.2,-4,19,20,0
815,799.2,2.8,795.4,0.1,-16,14,10,0
816,775.6,2.1,772.5,0.1,14,13,13,1
817,718.9,1.8,716.3,0.1,22,12,12,1
818,726.1,2.1,723,0.2,6,8,8,1
819,722,1.7,719.3,0.1,-10,5,15,0
820,699.3,1.7,696.8,0.1,-6,16,15,0
821,724.8,1.6,722.3,0.2,0,16,15,0
822,746.9,1.9,744,0.2,-12,11,7,0
823,742.1,1.9,739.4,0.1,10,23,23,1
824,741.3,1.5,738.6,0.1,10,18,18,1
825,760.2,1.7,757.5,0.2,30,2,2,1
826,1383.4,1.8,1380.1,0.1,8,7,7,1
827,844,2.7,840.5,0.1,20,6,6,1
828,851.3,2.3,847.8,0.1,-8,16,23,0
829,793.2,2.5,789.7,0.1,26,17,17,1
830,813.3,2.2,810,0.1,10,6,6,1
831,747.6,2,744.8,0.2,-16,15,10,0
832,714.5,1.8,711.9,0.1,-16,2,7,0
833,720.2,1.6,717.8,0.1,8,2,2,1
834,715.2,1.6,712.8,0.2,24,2,2,1
835,702.1,1.9,699.1,0.2,-4,2,1,0
836,707.2,1.5,704.7,0.1,-10,15,18,0
837,731.1,1.7,728.6,0.2,18,21,21,1
838,708.7,1.6,706.3,0.1,18,5,5,1
839,710.6,2,707.7,0.1,22,14,16,0
840,744.4,1.7,741.9,0.1,26,1,1,1
841,733.8,1.9,731,0.2,-14,4,18,0
842,734.9,1.8,732.2,0.1,6,2,2,1
843,704.4,2.4,701.3,0.1,-12,6,15,0
844,724.6,2.3,721.3,0.2,8,3,3,1
845,734.7,1.9,731.8,0.1,-6,7,23,0
846,710.3,1.7,707.7,0.2,-16,20,21,0
847,697.7,1.5,695.4,0.2,-8,2,1,0
848,694.1,1.6,691.7,0.1,6,8,8,1
849,704.3,1.5,702,0.1,26,15,14,0
850,752.7,2.1,749.8,0.2,-16,19,10,0
851,701.5,1.6,699,0.1,8,18,18,1
852,704.1,1.6,701.7,0.1,-6,14,21,0
853,693.2,1.6,690.7,0.1,24,9,9,1
854,699.2,1.5,696.7,0.1,0,17,17,1
855,692.7,1.6,690.3,0.2,24,22,22,1
856,695.2,1.6,692.7,0.2,-20,3,15,0
857,704.1,1.7,701.4,0.1,16,13,13,1
858,693.4,1.5,691,0.1,8,9,9,1
859,708.7,1.6,706.3,0.1,-10,2,18,0
860,747,1.6,744.5,0.1,18,10,10,1
861,756.3,2.6,752.9,0.1,28,21,21,1
862,714.5,1.6,712,0.1,28,7,7,1
863,717.5,3.2,713.4,0.1,2,13,11,0
864,702.4,1.4,700.2,0.2,-2,2,2,1
865,716.5,1.6,713.9,0.1,-4,2,2,1
866,736.7,1.6,734.4,0.1,28,18,18,1
867,701.6,1.6,699.1,0.2,20,22,22,1
868,695,1.9,692.1,0.1,-10,3,3,1
869,737.6,1.5,735.2,0.1,6,8,8,1
870,700.9,1.7,698.3,0.2,28,9,9,1
871,714.6,1.7,711.8,0.1,20,10,10,1
872,692.9,1.6,690.4,0.1,-2,16,23,0
873,686.3,1.6,684,0.1,0,22,22,1
874,697.6,1.6,695,0.1,-20,17,10,0
875,692.1,1.6,689.6,0.2,12,18,18,1
876,688,1.6,685.5,0.1,-20,9,15,0
877,695.3,1.5,692.8,0.1,28,16,15,0
878,689.8,1.5,687.5,0.1,14,16,15,0
879,828.9,1.4,826.1,0.2,8,6,7,0
880,1343.2,2.1,1339.9,0.1,4,20,20,1
881,951.7,2.9,947.8,0.1,-14,14,21,0
882,787.8,2.9,784.1,0.1,14,14,14,1
883,714.2,1.8,711.7,0.1,-20,14,3,0
884,693.9,1.5,691.5,0.2,8,0,0,1
885,713,2.1,709.9,0.1,20,4,4,1
886,696.2,2.2,693.1,0.1,6,21,21,1
887,777.7,1.7,774.7,0.1,6,11,11,1
888,759.7,2.3,756.4,0.1,10,1,1,1
889,740.7,1.9,737.8,0.1,-20,23,15,0
890,718.3,1.7,715.8,0.1,26,4,4,1
891,722.4,1.7,719.8,0.1,10,11,11,1
892,725.2,1.6,722.7,0.1,10,17,17,1
893,728.9,1.6,726.5,0.1,-12,19,20,0
894,708.6,1.6,706.1,0.2,2,2,2,1
895,721.8,2.3,718.6,0.2,-16,13,12,0
896,719.7,1.5,717.3,0.1,-16,0,20,0
897,1074.9,1.6,1072,0.1,2,20,19,0
898,838.6,2.4,835.1,0.3,16,3,3,1
899,853.1,2.5,849.6,0.1,-2,6,11,0
900,697.8,2.7,694.2,0.2,-2,14,4,0
901,709,1.6,706.6,0.1,-14,16,21,0
902,694.5,1.7,692,0.1,28,11,11,1
903,692,1.6,689.6,0.1,6,6,6,1
904,699.9,1.5,697.4,0.1,30,16,16,1
905,689.1,1.5,686.7,0.1,2,23,23,1
906,752.2,1.7,749.8,0.1,22,13,13,1
907,716,2.2,712.9,0.1,12,8,8,1
908,695.4,2.8,691.8,0.1,0,9,9,1
909,753.5,1.5,751.1,0.1,26,0,0,1
910,729.6,1.5,727.3,0.1,-4,8,4,0
911,721.6,1.6,719.1,0.1,30,9,9,1
912,700.8,1.5,698.4,0.1,-12,18,18,1
913,708.7,1.6,706.3,0.1,-6,11,4,0
914,705.8,1.7,703.2,0.1,-16,18,18,1
915,747.4,2.2,744,0.1,24,21,21,1
916,904.1,2.4,900.8,0.1,0,2,2,1
917,833.2,2.8,829.3,0.1,26,5,5,1
918,745.2,2.4,742,0.2,-4,18,17,0
919,715,1.7,712.4,0.1,24,23,23,1
920,740.2,1.9,737.5,0.1,2,21,21,1
921,709.1,1.5,706.8,0.1,-12,16,15,0
922,733.1,1.7,730.5,0.1,-14,14,15,0
923,712,1.5,709.5,0.1,-12,22,21,0
924,712,1.5,709.6,0.2,22,0,0,1
925,936.2,1.7,933.1,0.1,16,11,11,1
926,838.8,3.4,834.5,0.1,0,13,15,0
927,695,2.7,691.4,0.2,2,17,17,1
928,689.9,1.5,687.5,0.2,-14,6,15,0
929,815.5,1.5,813,0.2,12,5,5,1
930,705.6,1.8,703,0.1,-16,5,15,0
931,702.4,1.6,699.9,0.1,28,5,5,1
932,696.8,1.4,694.5,0.1,-2,17,17,1
933,721,1.5,718.6,0.2,12,14,14,1
934,984.5,1.9,981.1,0.1,16,22,22,1
935,855.1,2.7,851.5,0.1,-14,23,12,0
936,738.3,3.2,734.3,0.1,22,16,14,0
937,729.8,2,727,0.1,12,16,16,1
938,702.9,1.7,700.4,0.2,18,2,2,1
939,699.2,2.1,696.3,0.1,-16,14,18,0
940,704.3,1.6,701.8,0.1,8,5,5,1
941,693.1,1.5,690.8,0.1,-18,6,18,0
942,689.1,1.7,686.5,0.1,12,6,6,1
943,754.7,1.5,752.4,0.1,22,0,0,1
944,759.4,1.8,756.8,0.1,0,20,19,0
945,713.9,2.2,710.8,0.2,30,2,2,1
946,696.7,2.8,693.1,0.1,-2,2,1,0
947,691.4,1.7,688.9,0.2,0,8,8,1
948,699.4,1.5,696.9,0.1,-16,2,20,0
949,691,1.5,688.7,0.1,-18,0,12,0
950,696,1.6,693.5,0.2,-16,8,10,0
951,701.9,1.5,699.5,0.1,-10,16,15,0
952,705,1.5,702.5,0.1,-4,0,0,1
953,1226.4,1.7,1223.3,0.2,10,6,6,1
954,935,3.4,930.3,0.2,22,20,20,1
955,904.1,3.2,899.5,0.1,-18,5,21,0
956,775.6,3.1,771.7,0.1,-18,19,15,0
957,703.7,3,699.9,0.1,-12,21,15,0
958,702.5,2,699.7,0.2,22,6,6,1
959,693.5,1.7,691.1,0.1,10,8,8,1
960,693.1,1.6,690.8,0.1,26,4,4,1
961,774.6,1.9,771.5,0.1,12,22,22,1
962,744.4,2,741.5,0.1,30,19,19,1
963,736.6,1.7,734,0.1,30,21,21,1
964,722.7,1.6,720.3,0.1,-8,3,6,0
965,713.7,1.8,711.1,0.1,12,16,14,0
966,719.5,1.5,717.1,0.1,-20,2,10,0
967,715.8,1.5,713.3,0.1,12,0,0,1
968,710.4,1.5,708,0.1,-2,8,11,0
969,716.3,1.9,713.5,0.1,12,19,19,1
970,747.8,1.6,745.3,0.1,-8,15,3,0
971,920.7,1.7,918.2,0.1,2,12,15,0
972,830.5,3,826.5,0.1,-6,17,18,0
973,780,2,777.2,0.1,18,3,3,1
974,798,1.5,795.5,0.3,2,13,11,0
975,755.3,1.7,752.8,0.1,0,12,11,0
976,788.3,1.6,785.8,0.1,6,15,13,0
977,759.1,1.6,756.6,0.1,20,16,16,1
978,764.2,1.5,761.7,0.1,-4,19,20,0
979,774.4,1.7,771.8,0.1,8,2,2,1
980,768.5,2,765.7,0.1,10,6,6,1
981,775.3,1.9,772.6,0.1,30,5,5,1
982,760,1.7,757.6,0.1,12,1,1,1
983,750.3,1.8,747.8,0.1,28,5,5,1
984,762.1,1.9,759.3,0.1,-16,6,18,0
985,748.4,1.5,745.9,0.1,0,21,21,1
986,766.4,1.5,763.9,0.1,-10,9,15,0
987,755.5,1.9,752.7,0.1,-10,4,15,0
988,765.5,1.8,762.8,0.1,-18,7,7,1
989,770.1,1.7,767.5,0.2,-6,6,3,0
990,821.9,1.8,818.6,0.3,-10,23,10,0
991,796.6,2,793.8,0.1,-12,11,5,0
992,768.2,1.8,765.6,0.1,22,22,22,1
993,798.4,1.5,795.8,0.1,-12,0,1,0
994,783,2,779.8,0.1,30,8,8,1
995,760.8,1.6,758.4,0.2,-10,4,19,0
996,760.7,1.9,758,0.1,-14,8,12,0
997,764.8,1.7,762.4,0.1,0,13,9,0
998,763.7,1.6,761.2,0.2,4,10,9,0
999,746.7,1.6,744.2,0.1,16,9,9,1
